date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:54:17	100450/100450	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/elements-icons.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/elements-icons.html	(from http://themes.hody.co/html/comet/index.html)
19:54:17	89406/89406	---M--	200	added ('OK')	image/jpeg	etag:%2256903f83-15d3e%22	http://themes.hody.co/html/comet/images/shop/2.jpg	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/images/shop/2.jpg	(from http://themes.hody.co/html/comet/index.html)
19:54:18	23505/23505	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/elements-media.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/elements-media.html	(from http://themes.hody.co/html/comet/index.html)
19:54:18	24500/24500	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/elements-titles.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/elements-titles.html	(from http://themes.hody.co/html/comet/index.html)
19:54:18	26183/26183	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/elements-bars.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/elements-bars.html	(from http://themes.hody.co/html/comet/index.html)
19:54:18	26776/26776	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/elements-sliders.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/elements-sliders.html	(from http://themes.hody.co/html/comet/index.html)
19:54:19	27593/27593	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/elements-tabs.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/elements-tabs.html	(from http://themes.hody.co/html/comet/index.html)
19:54:19	26355/26355	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/elements-typography.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/elements-typography.html	(from http://themes.hody.co/html/comet/index.html)
19:54:19	100780/100780	---M--	200	added ('OK')	image/jpeg	etag:%2256903f83-189ac%22	http://themes.hody.co/html/comet/images/shop/5.jpg	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/images/shop/5.jpg	(from http://themes.hody.co/html/comet/index.html)
19:54:19	26773/26773	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/portfolio-boxed-2col.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/portfolio-boxed-2col.html	(from http://themes.hody.co/html/comet/index.html)
19:54:19	26775/26775	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/portfolio-boxed-3col.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/portfolio-boxed-3col.html	(from http://themes.hody.co/html/comet/index.html)
19:54:20	26546/26546	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/portfolio-wide-2col.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/portfolio-wide-2col.html	(from http://themes.hody.co/html/comet/index.html)
19:54:20	26548/26548	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/portfolio-wide-3col.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/portfolio-wide-3col.html	(from http://themes.hody.co/html/comet/index.html)
19:54:20	25842/25842	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/portfolio-single-1.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/portfolio-single-1.html	(from http://themes.hody.co/html/comet/index.html)
19:54:20	27145/27145	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/portfolio-single-2.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/portfolio-single-2.html	(from http://themes.hody.co/html/comet/index.html)
19:54:20	25683/25683	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/portfolio-single-3.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/portfolio-single-3.html	(from http://themes.hody.co/html/comet/index.html)
19:54:21	25883/25883	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-fixed-image.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-fixed-image.html	(from http://themes.hody.co/html/comet/index.html)
19:54:21	29776/29776	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog.html	(from http://themes.hody.co/html/comet/index.html)
19:54:21	32121/32121	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-sidebar.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-sidebar.html	(from http://themes.hody.co/html/comet/index.html)
19:54:22	32121/32121	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-sidebar-left.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-sidebar-left.html	(from http://themes.hody.co/html/comet/index.html)
19:54:22	29038/29038	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-masonry.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-masonry.html	(from http://themes.hody.co/html/comet/index.html)
19:54:22	31930/31930	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-masonry-sidebar.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-masonry-sidebar.html	(from http://themes.hody.co/html/comet/index.html)
19:54:23	31935/31935	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-masonry-sidebar-left.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-masonry-sidebar-left.html	(from http://themes.hody.co/html/comet/index.html)
19:54:23	28367/28367	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-single.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-single.html	(from http://themes.hody.co/html/comet/index.html)
19:54:23	30698/30698	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202016%2010:56:41%20GMT	http://themes.hody.co/html/comet/blog-single-sidebar.html	D:/htttrack/clone/test2/Los%20mamiferos%20del%20cielo/themes.hody.co/html/comet/blog-single-sidebar.html	(from http://themes.hody.co/html/comet/index.html)
